draft_year,pick,name,player_slug,player_url,position,height,weight,age_at_draft,combine_max_vertical,combine_lane_agility,combine_shuttle,combine_three_qtr_sprint,combine_standing_reach,combine_wingspan,pg_g,pg_mp,pg_fgm_fga,pg_fg_pct,pg_tpm_tpa,pg_3p_pct,pg_ftm_fta,pg_ft_pct,pg_reb,pg_ast,pg_blk,pg_stl,pg_to,pg_pf,pg_pts,p36_g,p36_mp,p36_fgm_fga,p36_fg_pct,p36_tpm_tpa,p36_3p_pct,p36_ftm_fta,p36_ft_pct,p36_reb,p36_ast,p36_blk,p36_stl,p36_to,p36_pf,p36_pts,adv1_ts_pct,adv1_efg_pct,adv1_3pa_rate,adv1_fta_rate,adv1_proj_nba_3p,adv1_usg_pct,adv1_ast_usg,adv1_ast_to,adv2_per,adv2_ows_40,adv2_dws_40,adv2_ws_40,adv2_ortg,adv2_drtg,adv2_obpm,adv2_dbpm,adv2_bpm
2013,29,Archie Goodwin SG | Kentucky,archie-goodwin,https://www.tankathon.com/players/archie-goodwin,SG,"6'5.25""",189lbs,18.83yrs,"36.0""",10.75,3.41,3.27,"8'6""","6'9.5""",33,31.8,4.8-10.8,.440,0.5-1.9,.266,4.1-6.4,.637,4.6,2.7,0.5,1.1,3.1,2.9,14.1,33,36.0,5.4-12.2,.440,0.6-2.2,.266,4.6-7.2,.637,5.2,3.1,0.6,1.2,3.5,3.3,16.0,.509,.464,.179,.594,.316,27.2,0.62,0.87,16.9,.061,.057,.118,100.1,99.1,1.0,,2.1
2013,30,Nemanja Nedović PG | Lietuvos Rytas,nemanja-nedovic,https://www.tankathon.com/players/nemanja-nedovic,PG,"6'3""",190lbs,22.00yrs,,,,,,,10,23.2,3.6-9.8,.367,1.2-3.5,.343,1.4-2.0,.700,2.5,2.1,0.2,0.8,,1.9,9.8,10,36.0,5.6-15.2,.367,1.9-5.4,.343,2.2-3.1,.700,3.9,3.3,0.3,1.2,,2.9,15.2,.456,.429,.357,.204,.350,,,0.84,,,,,,,,,
2014,1,Andrew Wiggins SF | Kansas,andrew-wiggins,https://www.tankathon.com/players/andrew-wiggins,SF,"6'8""",197lbs,19.31yrs,,,,,,,35,32.8,5.4-12.1,.448,1.2-3.6,.341,5.0-6.5,.775,5.9,1.5,1.0,1.2,2.3,2.7,17.1,35,36.0,5.9-13.3,.448,1.3-4.0,.341,5.5-7.1,.775,6.5,1.6,1.1,1.3,2.5,3.0,18.8,.563,.499,.299,.538,.351,26.3,0.35,0.68,21.4,.111,.059,.171,116.1,102.8,5.7,2.6,8.3
2014,2,Jabari Parker SF/PF | Duke,jabari-parker,https://www.tankathon.com/players/jabari-parker,SF/PF,"6'8""",241lbs,19.26yrs,,,,,,,35,30.7,6.7-14.3,.473,1.1-3.0,.358,4.6-6.1,.748,8.7,1.2,,1.1,2.3,2.4,19.1,35,36.0,7.9-16.8,.473,1.3-3.5,.358,5.4-7.2,.748,10.2,1.4,,1.3,2.7,2.8,22.4,.558,.511,.212,.429,.347,32.7,0.26,0.51,28.4,.134,.071,.205,115.0,99.3,6.6,1.0,7.6
2014,3,Joel Embiid C | Kansas,joel-embiid,https://www.tankathon.com/players/joel-embiid,C,"7'0""",240lbs,20.25yrs,,,,,,,28,23.1,3.8-6.1,.626,0.0-0.2,.200,3.5-5.1,.685,8.1,1.4,2.6,0.9,2.4,3.4,11.2,28,36.0,5.9-9.5,.626,0.0-0.3,.200,5.5-7.9,.685,12.6,2.2,4.1,1.4,3.7,5.3,17.5,.655,.629,.029,.836,.316,23.4,0.49,0.58,28.2,.111,.105,.210,116.6,90.9,5.0,6.9,11.9
2014,4,Aaron Gordon PF/SF | Arizona,aaron-gordon,https://www.tankathon.com/players/aaron-gordon,PF/SF,"6'8.75""",220lbs,18.75yrs,"39.0""",10.81,2.76,3.27,"8'9""","6'11.75""",38,31.2,5.0-10.1,.495,0.4-1.2,.356,2.0-4.7,.422,8.0,2.0,1.0,0.9,1.4,2.4,12.4,38,36.0,5.8-11.7,.495,0.5-1.4,.356,2.3-5.4,.422,9.2,2.3,1.2,1.0,1.6,2.8,14.3,.503,.516,.118,.471,.290,23.2,0.56,1.36,20.4,.071,.111,.182,108.9,88.6,3.7,4.7,8.4
2014,5,Dante Exum PG | Aus. Institute of Sport,dante-exum,https://www.tankathon.com/players/dante-exum,PG,"6'6""",196lbs,18.93yrs,"34.5""",10.75,2.88,3.19,"8'7""","6'9.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,6,Marcus Smart PG | Oklahoma State,marcus-smart,https://www.tankathon.com/players/marcus-smart,PG,"6'3.25""",227lbs,20.28yrs,"36.0""",10.82,2.96,3.26,"8'3""","6'9.25""",31,32.7,5.3-12.5,.422,1.6-5.3,.299,5.9-8.1,.728,5.9,4.8,0.6,2.9,2.6,,18.0,31,36.0,5.8-13.8,.422,1.8-5.8,.299,6.5-8.9,.728,6.5,5.3,0.7,3.2,2.9,,19.8,.552,.486,.425,.648,.351,29.2,1.03,1.80,26.9,.122,.099,.221,114.3,92.3,,5.5,12.0
2014,7,Julius Randle PF | Kentucky,julius-randle,https://www.tankathon.com/players/julius-randle,PF,"6'9""",250lbs,19.55yrs,"35.5""",11.45,3.14,3.27,"8'9.5""","7'0""",40,30.8,4.9-9.8,.501,0.1-0.5,.167,5.1-7.2,.706,10.4,1.4,0.8,0.5,2.5,,15.0,40,36.0,5.7-11.5,.501,0.1-0.6,.167,6.0-8.4,.706,12.2,1.6,0.9,0.6,2.9,,17.5,.567,.505,.046,.739,.311,25.4,0.39,0.56,24.5,.114,.078,.191,115.9,97.8,5.4,2.1,7.5
2014,8,Nik Stauskas SG | Michigan,nik-stauskas,https://www.tankathon.com/players/nik-stauskas,SG,"6'6.5""",207lbs,20.69yrs,"35.5""",10.79,2.92,3.27,"8'6""","6'7.75""",36,35.6,5.1-10.9,.470,2.6-5.8,.442,4.7-5.7,.824,2.9,3.3,0.3,0.6,1.9,1.3,17.5,36,36.0,5.2-11.0,.470,2.6-5.9,.442,4.8-5.8,.824,2.9,3.3,0.3,0.6,1.9,1.3,17.7,.642,.586,.528,.518,.381,24.4,0.77,1.76,22.7,.156,.034,.194,127.9,109.0,8.4,0.9,9.3
2014,9,Noah Vonleh PF | Indiana,noah-vonleh,https://www.tankathon.com/players/noah-vonleh,PF,"6'9.5""",247lbs,18.81yrs,"37.0""",11.45,3.29,3.28,"9'0""","7'4.25""",30,26.5,3.8-7.2,.523,0.5-1.1,.485,3.2-4.5,.716,9.0,0.6,1.4,0.9,2.1,,11.3,30,36.0,5.2-9.8,.523,0.7-1.5,.485,4.3-6.1,.716,12.2,0.8,1.9,1.2,2.9,,15.4,.604,.560,.153,.620,.339,21.4,0.23,0.28,22.2,.081,.101,.181,113.0,91.7,,,6.6
2014,10,Elfrid Payton PG | Louisiana,elfrid-payton,https://www.tankathon.com/players/elfrid-payton,PG,"6'3.75""",185lbs,20.32yrs,"35.5""",11.06,2.92,3.23,"8'2.5""","6'8""",35,35.9,6.8-13.3,.509,0.4-1.5,.259,5.3-8.6,.609,6.0,5.9,0.6,2.3,3.6,2.4,19.2,35,36.0,6.8-13.3,.509,0.4-1.5,.259,5.3-8.6,.609,6.0,5.9,0.6,2.3,3.6,2.4,19.3,.551,.524,.116,.648,.309,27.6,1.19,1.64,25.2,.118,.060,.178,113.7,102.5,5.1,1.7,6.8
2014,11,Doug McDermott SF | Creighton,doug-mcdermott,https://www.tankathon.com/players/doug-mcdermott,SF,"6'7.75""",218lbs,22.45yrs,"36.5""",11.1,3.15,3.29,"8'7""","6'9.25""",35,33.7,9.4-17.9,.526,2.7-6.1,.449,5.1-5.9,.864,7.0,1.6,0.1,0.2,1.8,1.9,26.7,35,36.0,10.0-19.1,.526,2.9-6.5,.449,5.4-6.3,.864,7.5,1.7,0.1,0.2,1.9,2.0,28.5,.644,.603,.341,.329,.392,36.2,0.32,0.89,32.8,.213,.047,.261,127.4,106.0,11.4,-0.5,10.9
2014,12,Dario Saric PF | Cibona,dario-saric,https://www.tankathon.com/players/dario-saric,PF,"6'10""",220lbs,20.19yrs,,,,,,,6,26.2,4.3-8.7,.500,0.8-2.5,.333,2.2-2.3,.929,6.7,2.3,0.3,1.7,2.2,,11.7,6,36.0,5.9-12.0,.500,1.1-3.4,.333,3.0-3.2,.929,9.2,3.2,0.4,2.3,3.0,,16.1,.597,.548,.288,.269,,,,1.08,,,,,,,,,
2014,13,Zach LaVine SG | UCLA,zach-lavine,https://www.tankathon.com/players/zach-lavine,SG,"6'5.75""",181lbs,19.27yrs,"41.5""",10.42,2.8,3.19,"8'4""","6'8.25""",37,24.4,3.4-7.8,.441,1.3-3.5,.375,1.3-1.8,.691,2.5,1.8,0.2,0.9,1.1,2.0,9.4,37,36.0,5.0-11.5,.441,1.9-5.2,.375,1.9-2.7,.691,3.7,2.7,0.3,1.3,1.6,3.0,13.9,.545,.524,.444,.236,.350,20.1,0.63,1.57,14.6,.062,.053,.111,109.1,104.8,,1.2,
2014,14,T.J. Warren SF | NC State,t-j-warren,https://www.tankathon.com/players/t-j-warren,SF,"6'8.25""",220lbs,20.78yrs,"35.5""",11.1,3.04,3.26,"8'8""","6'10.25""",35,35.4,9.8-18.6,.525,0.9-3.3,.267,4.5-6.5,.690,7.1,1.1,0.6,1.8,2.4,2.8,24.9,35,36.0,10.0-18.9,.525,0.9-3.4,.267,4.6-6.6,.690,7.2,1.1,0.6,1.8,2.4,2.8,25.3,.574,.548,.178,.347,.329,35.5,0.24,0.48,31.3,.152,.055,.210,116.6,103.6,9.2,1.6,10.8
2014,15,Adreian Payne PF | Michigan State,adreian-payne,https://www.tankathon.com/players/adreian-payne,PF,"6'9.75""",239lbs,23.32yrs,,,,,,"7'4""",31,28.1,5.7-11.4,.503,1.4-3.4,.423,3.5-4.5,.790,7.3,1.3,0.9,0.5,2.0,,16.4,31,36.0,7.3-14.6,.503,1.8-4.4,.423,4.5-5.8,.790,9.4,1.7,1.2,0.6,2.6,,21.0,.607,.565,.294,.390,.364,28.9,0.35,0.65,25.1,.124,.078,.198,116.5,97.6,5.5,,7.5
2014,16,Jusuf Nurkić C | Cedevita Zagreb,jusuf-nurkic,https://www.tankathon.com/players/jusuf-nurkic,C,"7'0""",275lbs,19.82yrs,,,,,,,15,15.4,3.2-5.5,.585,0.1-0.1,.500,2.4-3.4,.706,3.3,0.6,1.3,0.7,2.3,3.5,8.9,15,36.0,7.5-12.9,.585,0.2-0.2,.500,5.6-7.9,.706,7.7,1.4,3.0,1.6,5.4,8.2,20.8,.626,.591,.024,.622,.321,,,0.26,,,,,,,,,
2014,17,James Young SG | Kentucky,james-young,https://www.tankathon.com/players/james-young,SG,"6'6.75""",213lbs,18.84yrs,"35.5""",,,,,"7'0""",40,32.4,4.6-11.3,.407,2.1-5.9,.349,3.1-4.4,.706,4.3,1.7,0.2,0.8,1.9,2.1,14.3,40,36.0,5.1-12.6,.407,2.3-6.6,.349,3.4-4.9,.706,4.8,1.9,0.2,0.9,2.1,2.3,15.9,.536,.498,.522,.393,.358,23.4,0.46,0.89,16.6,.093,.052,.145,114.8,104.3,4.2,,6.1
2014,18,Tyler Ennis PG | Syracuse,tyler-ennis,https://www.tankathon.com/players/tyler-ennis,PG,"6'2.5""",182lbs,19.81yrs,"36.0""",11.12,2.84,3.3,"8'2""","6'7.25""",34,35.7,4.4-10.6,.411,0.9-2.5,.353,3.4-4.4,.765,3.4,5.5,0.2,2.1,1.7,2.0,12.9,34,36.0,4.4-10.7,.411,0.9-2.5,.353,3.4-4.4,.765,3.4,5.5,0.2,2.1,1.7,2.0,13.0,.511,.453,.236,.414,.343,21.9,1.47,3.22,21.3,.105,.072,.181,117.4,98.7,4.8,3.9,8.7
2014,19,Gary Harris SG | Michigan State,gary-harris,https://www.tankathon.com/players/gary-harris,SG,"6'4.5""",205lbs,19.76yrs,,,,,,"6'6.75""",35,32.3,5.6-13.0,.429,2.3-6.6,.352,3.3-4.1,.810,4.0,2.7,0.4,1.8,1.7,2.1,16.7,35,36.0,6.2-14.5,.429,2.6-7.4,.352,3.7-4.6,.810,4.5,3.0,0.4,2.0,1.9,2.3,18.6,.561,.518,.505,.312,.377,26.8,0.63,1.57,22.5,.117,.071,.187,116.9,99.3,6.6,3.7,10.3
2014,20,Bruno Caboclo SF | Pinheiros Basquete,bruno-caboclo,https://www.tankathon.com/players/bruno-caboclo,SF,"6'9""",200lbs,18.74yrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,21,Mitch McGary PF | Michigan,mitch-mcgary,https://www.tankathon.com/players/mitch-mcgary,PF,"6'10""",255lbs,22.03yrs,,,,,,,8,24.8,3.8-6.9,.545,0.0-0.3,.000,2.0-3.0,.667,8.3,1.5,0.8,1.9,1.6,,9.5,8,36.0,5.5-10.0,.545,0.0-0.4,.000,2.9-4.4,.667,12.0,2.2,1.2,2.8,2.3,,13.8,.572,3PA Rate,.036,.436,.313,22.5,0.56,0.92,26.2,.101,,.202,116.3,91.3,3.7,4.9,8.6
2014,22,Jordan Adams SG | UCLA,jordan-adams,https://www.tankathon.com/players/jordan-adams,SG,"6'4.75""",209lbs,19.94yrs,"29.5""",12.13,3.05,3.5,"8'6""","6'10""",36,30.1,5.8-11.9,.485,1.4-4.1,.356,4.4-5.3,.836,5.3,2.3,0.1,2.6,1.5,2.2,17.4,36,36.0,6.9-14.2,.485,1.7-4.9,.356,5.3-6.3,.836,6.3,2.8,0.1,3.1,1.8,2.6,20.8,.603,.545,.340,.441,.366,26.5,0.55,1.56,28.3,.155,.081,.237,125.1,96.9,7.4,4.1,11.5
2014,23,Rodney Hood SG | Duke,rodney-hood,https://www.tankathon.com/players/rodney-hood,SG,"6'8.5""",208lbs,21.66yrs,"36.0""",11.21,3.14,3.38,"8'7""","6'8.5""",35,32.9,5.5-11.8,.464,2.0-4.8,.420,3.1-3.9,.807,3.9,2.1,0.3,0.7,1.5,2.6,16.1,35,36.0,6.0-12.9,.464,2.2-5.3,.420,3.4-4.3,.807,4.3,2.3,0.3,0.8,1.6,2.8,17.6,.590,.550,.410,.328,.373,23.8,0.55,1.39,20.1,.125,.042,.170,122.5,107.0,6.3,0.9,7.2
2014,24,Shabazz Napier PG | UConn,shabazz-napier,https://www.tankathon.com/players/shabazz-napier,PG,"6'1""",175lbs,22.93yrs,"37.5""",11.6,3.13,3.2,"7'9""","6'3.25""",40,35.1,5.3-12.4,.429,2.2-5.4,.405,5.2-6.0,.870,5.9,4.9,0.3,1.8,2.9,2.1,18.0,40,36.0,5.4-12.7,.429,2.3-5.5,.405,5.3-6.2,.870,6.1,5.0,0.3,1.8,3.0,2.2,18.5,.591,.517,.433,.480,.381,27.5,1.12,1.71,25.5,.140,.088,.225,118.9,94.9,7.5,4.5,12.0
2014,25,Clint Capela C | Élan Chalon,clint-capela,https://www.tankathon.com/players/clint-capela,C,"6'10""",240lbs,20.08yrs,,,,,,,40,21.2,4.5-6.6,.679,0.0-0.0,.000,1.3-2.4,.553,7.1,1.0,1.5,0.6,,2.2,10.2,40,36.0,7.6-11.2,.679,0.0-0.0,.000,2.2-4.1,.553,12.1,1.7,2.5,1.0,,3.7,17.3,.665,3PA Rate,.004,.359,.297,,,0.64,,,,,,,,,
2014,26,P.J. Hairston SG | Texas Legends,p-j-hairston,https://www.tankathon.com/players/p-j-hairston,SG,"6'5.25""",229lbs,21.48yrs,"37.0""",11.12,,3.32,"8'5""","6'9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,27,Bogdan Bogdanović SG | Partizan,bogdan-bogdanovic,https://www.tankathon.com/players/bogdan-bogdanovic,SG,"6'6""",205lbs,21.83yrs,,,,,,,9,26.9,4.3-9.2,.470,1.8-5.0,.356,1.6-2.0,.778,2.4,2.6,0.4,0.8,1.4,,12.0,9,36.0,5.8-12.3,.470,2.4-6.7,.356,2.1-2.7,.778,3.2,3.5,0.5,1.1,1.9,,16.1,.590,.566,.542,.217,.369,,,1.77,,,,,,,,,
2014,28,C.J. Wilcox SG | Washington,c-j-wilcox,https://www.tankathon.com/players/c-j-wilcox,SG,"6'5""",201lbs,23.46yrs,"37.5""",11.3,2.92,3.22,"8'4.5""","6'9.75""",32,34.9,6.2-13.6,.453,2.8-7.2,.391,3.2-3.7,.873,3.7,2.5,1.0,,1.7,2.3,18.3,32,36.0,6.4-14.0,.453,2.9-7.4,.391,3.3-3.8,.873,3.8,2.6,1.0,,1.8,2.4,18.9,.598,.556,.529,.271,.392,24.6,0.63,1.50,22.0,.129,.032,.158,121.9,110.0,7.4,,8.4
2014,29,Josh Huestis SF/PF | Stanford,josh-huestis,https://www.tankathon.com/players/josh-huestis,SF/PF,"6'7""",230lbs,22.49yrs,,,,,,,36,35.2,4.3-9.6,.451,0.7-2.1,.338,1.8-2.8,.627,8.2,1.2,1.9,0.6,,2.1,11.2,36,36.0,4.4-9.8,.451,0.7-2.1,.338,1.8-2.9,.627,8.4,1.2,1.9,0.6,,2.1,11.5,.510,.488,.223,.295,.321,18.0,0.38,1.00,17.3,.060,.066,.126,110.2,100.7,2.8,2.5,5.3
2014,30,Kyle Anderson SF | UCLA,kyle-anderson,https://www.tankathon.com/players/kyle-anderson,SF,"6'8.5""",230lbs,20.74yrs,,,,,,"7'2.75""",36,33.2,5.0-10.5,.480,0.8-1.6,.483,3.8-5.2,.737,8.8,6.5,0.8,1.8,3.1,1.7,14.6,36,36.0,5.4-11.4,.480,0.9-1.7,.483,4.1-5.6,.737,9.5,7.0,0.9,2.0,3.4,1.8,15.8,.566,.517,.154,.493,.344,24.1,1.42,2.12,24.7,.104,.087,.187,113.4,95.4,6.3,4.5,10.9
2015,1,Karl-Anthony Towns C | Kentucky,karl-anthony-towns,https://www.tankathon.com/players/karl-anthony-towns,C,"6'11""",250lbs,19.59yrs,,,,,,,39,21.1,3.7-6.6,.566,0.1-0.2,.250,2.8-3.4,.813,6.7,1.1,2.3,0.5,1.4,2.9,10.3,39,36.0,6.3-11.3,.566,0.2-0.3,.250,4.8-5.8,.813,11.4,1.9,3.9,0.9,2.4,4.9,17.6,.627,.570,.031,.523,.335,23.7,0.49,0.83,31.4,.170,.141,.311,126.8,78.1,6.6,7.6,14.3
2015,2,D'Angelo Russell PG/SG | Ohio State,d-angelo-russell,https://www.tankathon.com/players/d-angelo-russell,PG/SG,"6'5""",193lbs,19.31yrs,,,,,,"6'9.75""",35,33.9,6.6-14.7,.449,2.7-6.6,.411,3.4-4.5,.756,5.7,5.0,0.3,1.6,2.9,2.1,19.3,35,36.0,7.0-15.6,.449,2.9-7.0,.411,3.6-4.8,.756,6.1,5.3,0.3,1.7,3.1,2.2,20.5,.573,.541,FTA Rate,.303,.376,30.2,1.00,1.72,26.6,.148,.081,.229,115.7,94.5,8.6,3.3,11.9
2015,3,Jahlil Okafor C | Duke,jahlil-okafor,https://www.tankathon.com/players/jahlil-okafor,C,"6'11""",272lbs,19.50yrs,,,,,,,38,30.1,7.3-11.1,.664,0.0-0.0,,2.6-5.1,.510,8.5,1.3,1.4,0.8,2.5,2.1,17.3,38,36.0,8.7-13.3,.664,0.0-0.0,,3.1-6.1,.510,10.2,1.6,1.7,1.0,3.0,2.5,20.7,.641,3PA Rate,.000,.462,.291,27.6,0.34,0.52,30.7,.157,.077,.234,119.9,95.4,7.7,2.7,10.4
2015,4,Kristaps Porzingis PF | Sevilla,kristaps-porzingis,https://www.tankathon.com/players/kristaps-porzingis,PF,"7'3""",230lbs,19.87yrs,,,,,,,50,21.4,4.1-8.3,.496,0.8-2.3,.359,1.9-2.5,.752,4.6,0.5,1.0,0.9,1.4,,11.0,50,36.0,6.9-14.0,.496,1.3-3.9,.359,3.2-4.2,.752,7.7,0.8,1.7,1.5,2.4,,18.5,.577,.547,.281,.300,.350,,,0.38,,,,,,,,,
2015,5,Mario Hezonja SG/SF | Barcelona,mario-hezonja,https://www.tankathon.com/players/mario-hezonja,SG/SF,"6'8""",225lbs,20.31yrs,,,,,,,54,15.4,2.2-4.7,.457,1.1-2.8,.379,0.4-0.6,.767,2.0,1.2,0.1,0.6,1.1,1.8,5.8,54,36.0,5.1-11.0,.457,2.6-6.5,.379,0.9-1.4,.767,4.7,2.8,0.2,1.4,2.6,4.2,13.6,.583,.570,.598,.117,.370,,,1.05,,,,,,,,,
2015,6,Willie Cauley-Stein C | Kentucky,willie-cauley-stein,https://www.tankathon.com/players/willie-cauley-stein,C,"7'0.5""",242lbs,21.83yrs,,,,,,"7'3""",39,25.9,3.5-6.1,.572,0.0-0.0,,2.0-3.3,.617,6.4,1.0,1.7,1.2,,2.0,8.9,39,36.0,4.9-8.5,.572,0.0-0.0,,2.8-4.6,.617,8.9,1.4,2.4,1.7,,2.8,12.4,.588,3PA Rate,.000,.542,.306,17.8,0.42,0.79,23.8,.103,.134,.237,119.8,80.0,5.4,7.1,12.6
2015,7,Emmanuel Mudiay PG | Guangdong,emmanuel-mudiay,https://www.tankathon.com/players/emmanuel-mudiay,PG,"6'5""",200lbs,19.28yrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,8,Stanley Johnson SF | Arizona,stanley-johnson,https://www.tankathon.com/players/stanley-johnson,SF,"6'6.5""",242lbs,19.05yrs,,,,,,"6'11.5""",38,28.4,4.6-10.3,.446,1.1-3.1,.371,3.5-4.7,.742,6.5,1.7,0.4,1.5,2.2,2.6,13.8,38,36.0,5.8-13.1,.446,1.4-3.9,.371,4.4-6.0,.742,8.2,2.2,0.5,1.9,2.8,3.3,17.5,.551,.501,.297,.456,.349,26.6,0.44,0.77,22.5,.104,.107,.211,111.1,87.6,5.0,4.4,9.4
2015,9,Frank Kaminsky C | Wisconsin,frank-kaminsky,https://www.tankathon.com/players/frank-kaminsky,C,"7'0.75""",231lbs,22.20yrs,,,,,,"6'11""",39,33.6,6.8-12.5,.547,1.1-2.6,.416,4.0-5.1,.780,8.2,2.6,1.5,0.8,1.6,1.7,18.8,39,36.0,7.3-13.4,.547,1.2-2.8,.416,4.3-5.5,.780,8.8,2.8,1.6,0.9,1.7,1.8,20.1,.628,.590,.207,.410,.352,28.6,0.64,1.63,34.4,.211,.088,.299,129.6,92.6,11.2,5.0,16.2
2015,10,Justise Winslow SF | Duke,justise-winslow,https://www.tankathon.com/players/justise-winslow,SF,"6'6.5""",222lbs,19.23yrs,,,,,,"6'10.25""",39,29.1,4.4-9.1,.486,1.2-2.8,.418,2.6-4.0,.641,6.5,2.1,0.9,1.3,1.8,2.8,12.6,39,36.0,5.4-11.3,.486,1.5-3.5,.418,3.2-4.9,.641,8.0,2.6,1.1,1.6,2.2,3.5,15.6,.572,.551,.309,.438,.338,22.9,0.58,1.15,22.3,.109,.088,.194,115.2,92.8,5.3,4.6,10.0
2015,11,Myles Turner PF/C | Texas,myles-turner,https://www.tankathon.com/players/myles-turner,PF/C,"6'11.5""",239lbs,19.23yrs,,,,,,"7'4""",34,22.2,3.4-7.6,.455,0.5-1.8,.274,2.8-3.3,.839,6.5,0.6,2.6,0.3,1.4,2.4,10.1,34,36.0,5.5-12.3,.455,0.8-2.9,.274,4.5-5.4,.839,10.5,1.0,4.2,0.5,2.3,3.9,16.4,.556,.488,.241,.436,.348,25.1,0.25,0.43,25.5,.101,.111,.212,112.6,86.3,3.4,6.0,9.3
2015,12,Trey Lyles PF | Kentucky,trey-lyles,https://www.tankathon.com/players/trey-lyles,PF,"6'10.25""",241lbs,19.61yrs,,,,,,"7'1.5""",36,23.0,3.3-6.7,.488,0.1-0.8,.138,2.1-2.8,.735,5.2,1.1,0.4,0.5,1.6,,8.7,36,36.0,5.2-10.5,.488,0.2-1.3,.138,3.3-4.4,.735,8.1,1.7,0.6,0.8,2.5,,13.6,.543,.496,.121,.425,.316,20.8,0.44,0.93,19.8,.101,.111,.213,115.9,86.3,3.9,4.1,8.0
2015,13,Devin Booker SG | Kentucky,devin-booker,https://www.tankathon.com/players/devin-booker,SG,"6'5.75""",206lbs,18.63yrs,"34.5""",10.27,2.75,3.28,"8'6.5""","6'8.25""",38,21.5,3.6-7.6,.470,1.5-3.7,.411,1.4-1.7,.828,2.0,1.1,0.1,0.4,1.0,1.5,10.0,38,36.0,6.0-12.7,.470,2.5-6.2,.411,2.3-2.8,.828,3.3,1.8,0.2,0.7,1.7,2.5,16.7,.600,.571,.491,.223,.380,22.8,0.48,1.14,19.4,.132,.088,.221,123.1,92.2,6.1,3.3,9.4
2015,14,Cameron Payne PG | Murray State,cameron-payne,https://www.tankathon.com/players/cameron-payne,PG,"6'1.5""",183lbs,20.86yrs,"35.5""",10.9,2.93,3.28,"8'1.5""","6'7.25""",35,32.2,7.0-15.3,.456,2.4-6.4,.377,3.8-4.8,.787,3.7,6.0,0.5,1.9,2.5,2.1,20.2,35,36.0,7.8-17.1,.456,2.7-7.2,.377,4.2-5.4,.787,4.1,6.7,0.6,2.1,2.8,2.3,22.6,.573,.534,.415,.315,.376,31.5,1.27,2.40,30.1,.195,.064,.259,122.5,99.0,8.6,1.3,9.9
2015,15,Kelly Oubre SF | Kansas,kelly-oubre,https://www.tankathon.com/players/kelly-oubre,SF,"6'6.75""",203lbs,19.52yrs,"37.0""",11.09,3.12,3.32,"8'6.5""","7'2.25""",36,21.0,3.1-6.9,.444,0.9-2.6,.358,2.2-3.1,.718,5.0,0.8,0.4,1.1,1.2,2.0,9.3,36,36.0,5.3-11.8,.444,1.5-4.5,.358,3.8-5.3,.718,8.6,1.4,0.7,1.9,2.1,3.4,15.9,.555,.512,.383,Proj NBA 3P%,.349,23.1,0.35,0.65,21.1,.090,,.180,112.0,92.6,4.7,4.1,8.8
2015,16,Terry Rozier PG | Louisville,terry-rozier,https://www.tankathon.com/players/terry-rozier,PG,"6'2.25""",190lbs,21.25yrs,"38.0""",10.84,2.84,3.15,"8'2.5""","6'8.25""",36,35.0,5.9-14.5,.411,1.3-4.4,.306,3.9-4.9,.790,5.6,3.0,0.2,2.0,2.2,1.7,17.1,36,36.0,6.1-14.9,.411,1.3-4.5,.306,4.0-5.0,.790,5.8,3.1,0.2,2.1,2.3,1.7,17.6,.509,.457,.301,.338,.353,27.8,0.71,1.37,22.1,.095,,.190,108.3,90.4,4.8,4.6,9.4
2015,17,Rashad Vaughn SG | UNLV,rashad-vaughn,https://www.tankathon.com/players/rashad-vaughn,SG,"6'5""",199lbs,18.84yrs,"34.0""",11.4,3.1,3.21,"8'5""","6'7""",23,32.3,6.3-14.3,.439,2.3-6.1,.383,3.0-4.3,.694,4.8,1.6,0.3,0.8,2.2,2.3,17.8,23,36.0,7.0-15.9,.439,2.6-6.8,.383,3.3-4.8,.694,5.3,1.8,0.3,0.9,2.5,2.6,19.8,.547,.521,.430,.299,.363,30.8,0.38,0.72,20.2,.075,.059,.135,103.6,100.4,4.5,0.1,
2015,18,Sam Dekker SF | Wisconsin,sam-dekker,https://www.tankathon.com/players/sam-dekker,SF,"6'9""",219lbs,21.12yrs,"34.5""",10.64,2.96,3.28,"8'10""","6'11.5""",40,31.0,5.3-10.2,.525,1.3-3.8,.331,2.0-2.8,.708,5.5,1.2,0.5,,0.9,1.1,13.9,40,36.0,6.2-11.8,.525,1.5-4.4,.331,2.3-3.3,.708,6.4,1.4,0.6,,1.0,1.3,16.1,.605,.586,.372,.278,.344,23.2,0.37,1.36,25.5,.165,.061,.226,128.6,99.8,8.5,1.8,10.4
